上海华氏大药房雷允上昌化路店,地址：上海市静安区昌化路520号,电话：021-32160621,
国药控股国大药房上海连锁有限公司青云路店,地址：上海市闸北区青云路512号,电话：021-56301784,
国药控股国大药房上海连锁有限公司云台路店,地址：上海市浦东新区云台路1800号,电话：021-50630377,
国药控股国大药房上海连锁有限公司莲园路店,地址：上海市浦东新区莲园路66号 ,电话：021-33781776,
国药控股国大药房上海连锁有限公司庆荣路店,地址：上海市浦东新区合庆镇庆荣路267号,电话：021-58975246,
国药控股国大药房上海连锁有限公司柳营店,地址：上海市闸北区和田路251号,电话：021-56324235,
国药控股国大药房上海连锁有限公司泥城路店,地址：上海市浦东新区泥城路138、140号,电话：021-38073358,
国药控股国大药房上海连锁有限公司永泰路店,地址：上海市浦东新区永泰路530号,电话：021-58413032,
国药控股国大药房上海连锁有限公司浦东南路店,地址：上海市浦东新区浦东南路3893号,电话：021-58723454,
国药控股国大药房上海连锁有限公司四川中路店,地址：上海市黄浦区四川中路666号,电话：021-63291427,
国药控股国大药房上海连锁有限公司周康路店,地址：上海市浦东新区周浦镇周康路70号,电话：021-20910767,
国药控股国大药房上海连锁有限公司上南路店,地址：上海市浦东新区上南路3092号,电话：021-58322642,
国药控股国大药房上海连锁有限公司碧云路店,地址：上海市浦东新区碧云路987号,电话：021-50898663,
国药控股国大药房上海连锁有限公司环林东路店,地址：上海市浦东新区环林东路833号,电话：021-50130550,
国药控股国大药房上海连锁有限公司德州路店,地址：上海市浦东新区德州路390号,电话：021-50872228,
国药控股国大药房上海连锁有限公司板泉路店,地址：上海市浦东新区板泉路300号-3.4,电话：021-58429954,
国药控股国大药房上海连锁有限公司海阳路店,地址：上海市浦东新区海阳路407号,电话：021-68310137,
国药控股国大药房上海连锁有限公司海高路店,地址：上海市浦东新区花山路957-959号,电话：021-58673492,
国药控股国大药房上海连锁有限公司东靖路店,地址：上海市浦东新区东靖路89号,电话：021-68465055,
国药控股国大药房上海连锁有限公司博兴路店,地址：上海市浦东新区博兴路1470号,电话：021-50255927,
国药控股国大药房上海连锁有限公司梅花路店,地址：上海市浦东新区梅花路163号,电话：021-50451758,
国药控股国大药房上海连锁有限公司长岛路店,地址：上海市浦东新区长岛路752号,电话：021-68955380,
国药控股国大药房上海连锁有限公司罗锦店,地址：上海市闵行区罗锦路451号,电话：021-64537487,
国药控股国大药房上海连锁有限公司芳甸路店,地址：上海市浦东新区芳甸路258号联洋广场A区B1层A009单元,电话：021-68540108,
国药控股国大药房上海连锁有限公司潍坊路店,地址：上海市浦东新区潍坊路182号,电话：021-58305947,
国药控股国大药房上海连锁有限公司石泉东路店,地址：上海市普陀区石泉东路店222号,电话：021-32550373,
国药控股国大药房上海连锁有限公司博山东路店,地址：上海市浦东新区博山东路204-206号,电话：021-68500492,
国药控股国大药房上海连锁有限公司共和新路店,地址：上海市宝山区共和新路4703弄126号丙底层,电话：021-52668628,
国药控股国大药房上海连锁有限公司泰康店,地址：上海市卢湾区泰康路166号底层,电话：021-64663664,
国药控股国大药房上海连锁有限公司武威东路店,地址：上海市普陀区武威东路518号,电话：021-66348683,
国药控股国大药房上海连锁有限公司翔殷店,地址：上海市杨浦区翔殷路809号,电话：021-65480277,
国药控股国大药房上海连锁有限公司居家桥店,地址：上海市浦东新区浦东大道2579号,电话：021-58509184,
国药控股国大药房上海连锁有限公司中春路店,地址：上海市闵行区中春路8889弄45幢17号,电话：021-54301019,
国药控股国大药房上海连锁有限公司水城路店,地址：上海市长宁区水城路48号一层,电话：021-62090723,
国药控股国大药房上海连锁有限公司新村店,地址：上海市普陀区新村路556号,电话：021-56077039,
国药控股国大药房上海连锁有限公司民星店,地址：上海市杨浦区民星路277号,电话：021-65566190,
国药控股国大药房上海连锁有限公司北洋泾店,地址：上海市浦东新区浦东大道1689号,电话：021-58515044,
国药控股国大药房上海连锁有限公司龙茗路店,地址：上海市闵行区龙茗路1098号,电话：021-54143708,
国药控股国大药房上海连锁有限公司曹杨店,地址：上海市普陀区兰溪路137号,电话：021-52661620,
国药控股国大药房上海连锁有限公司民京店,地址：上海市杨浦区民京路818号,电话：021-65057570,
国药控股国大药房上海连锁有限公司公利店,地址：上海市浦东新区苗圃路108号,电话：021-58529209,
国药控股国大药房上海连锁有限公司益梅店,地址：上海市闵行区紫藤一村2号,电话：021-54300515,
国药控股国大药房上海连锁有限公司汶水东路店,地址：上海市虹口区汶水东路312号1层,电话：021-55580996,
国药控股国大药房上海连锁有限公司本溪店,地址：上海市杨浦区本溪路77-79号,电话：021-65139499,
国药控股国大药房上海连锁有限公司潍坊西路店,地址：上海市浦东新区潍坊西路94号,电话：021-58766643,
国药控股国大药房上海连锁有限公司马桥店,地址：上海市闵行区马桥镇东街12号,电话：021-64095215,
国药控股国大药房上海连锁有限公司武夷路店,地址：上海市长宁区武夷路196号,电话：021-62250017,
国药控股国大药房上海连锁有限公司长阳店,地址：上海市杨浦区长阳路583号,电话：021-55808523,
国药控股国大药房上海连锁有限公司三门店,地址：上海市虹口区三门支路747弄66号,电话：021-65369578,
国药控股国大药房上海连锁有限公司菏泽路店,地址：上海市浦东新区菏泽路318-320号,电话：021-68516943,
国药控股国大药房上海连锁有限公司吴宝路店,地址：上海市闵行区吴宝路137号,电话：021-64592565,
国药控股国大药房上海连锁有限公司眉州店,地址：上海市杨浦区眉州路127号,电话：021-65432731,
国药控股国大药房上海连锁有限公司周家嘴店,地址：上海市杨浦区周家嘴2289-2291号,电话：021-33776421,
国药控股国大药房上海连锁有限公司七莘路店,地址：上海市闵行区七莘路2299弄28号,电话：021-64786704,
国药控股国大药房上海连锁有限公司中山西路店,地址：上海市长宁区中山西路1277号1—116,电话：021-33602033,
国药控股国大药房上海连锁有限公司黄兴店,地址：上海市杨浦区黄兴路1号,电话：021-65185991,
国药控股国大药房上海连锁有限公司国定店,地址：上海市杨浦区政立路605号,电话：021-55077995,
国药控股国大药房上海连锁有限公司天山路店,地址：上海市长宁区天山路1654号,电话：021-62594071,
国药控股国大药房上海连锁有限公司国定东店,地址：上海市杨浦区国定东路325号,电话：021-55053103,
国药控股国大药房上海连锁有限公司政立店,地址：上海市杨浦区政立路505号,电话：021-55077033,
国药控股国大药房上海连锁有限公司河间店,地址：上海市杨浦区河间路805号,电话：021-65702101,
国药控股国大药房上海连锁有限公司东余杭店,地址：上海市虹口区东余杭路850号,电话：021-65867035,
国药控股国大药房上海连锁有限公司许昌店,地址：上海市杨浦区许昌路1378号,电话：021-55961452,
国药控股国大药房上海连锁有限公司水电店,地址：上海市虹口区水电路1071号,电话：021-65368811,
国药控股国大药房上海连锁有限公司延吉中店,地址：上海市杨浦区沧州路108号,电话：021-55805809,
国药控股国大药房上海连锁有限公司靖宇南路店,地址：上海市杨浦区靖宇南路10号,电话：021-65434998,
国药控股国大药房上海连锁有限公司延吉东店,地址：上海市杨浦区延吉东路129号,电话：021-55826898,
上海好药师大药房连锁有限公司御翔药店,地址：上海市松江区九亭镇虬泾路92、94号,电话：021-67635546,
上海好药师大药房连锁有限公司嘉泰药房,地址：上海市青浦区徐泾镇崧泽大道558弄2栋9号102、103、104室,电话：021-39881185,
上海好药师大药房连锁有限公司宏强药房,地址：上海市青浦区华新镇华志路555号B区16撞105室,电话：无,
上海好药师大药房连锁有限公司第八分店,地址：上海市浦东新区高科西路2841,2843号,电话：无,
上海好药师大药房连锁有限公司陆舟医药,地址：上海市浦东新区金豫路50弄67-71号,电话：021-50182007,
上海好药师大药房连锁有限公司善益堂大药房,地址：上海市嘉定区江桥镇海波路1302号,电话：021-69131091,
上海好药师大药房连锁有限公司疏影药店,地址：上海市闵行区疏影路725号-A,电话：021-64921725,
上海好药师大药房连锁有限公司宝安路店,地址：上海市嘉定区马陆镇宝安公路3705弄189号103、104室,电话：021-59156869,
上海好药师大药房连锁有限公司何氏药房桂林店,地址：上海市闵行区桂林路630号,电话：021-64921725,
上海好药师大药房连锁有限公司第七分店,地址：上海市闵行区龙龙柏六村86号一层04室,电话：021-34314821,
上海好药师大药房连锁有限公司何氏药房秀文店,地址：上海市闵行区秀文路567号,电话：无,
上海好药师大药房连锁有限公司成山路店,地址：上海市浦东新区成山路962号乙,电话：021-68367725,
上海好药师大药房连锁有限公司第一分店,地址：上海市普陀区祁连山路1019号A9-10室,电话：021-63090350,
上海好药师大药房连锁有限公司何氏药房伊犁店,地址：上海市闵行区伊犁南路26号,电话：无,
上海好药师大药房连锁有限公司何氏药房珠城路店,地址：上海市闵行区珠城路99弄14号106-107室,电话：无,
上海好药师大药房连锁有限公司第三分店,地址：上海市普陀区中联路1号A区门面房-3,电话：021-36570010,
上海好药师大药房连锁有限公司德华路店,地址：上海市嘉定区南翔镇德华路558号第五号摊位(华联吉买盛超市内一楼),电话：021-59179337,
上海好药师大药房连锁有限公司繁兴路店,地址：上海市闵行区华漕镇繁兴路479号,电话：021-54847683,
