吉林省中东健康万家医药连锁有限公司开工店,地址：吉林省长春市朝阳区开运街开工胡同内，南街超市边,电话：0431-85943411,
吉林大药房59店,地址：吉林省白城市洮南市光明南街934号,电话：0436-7220405,
吉林大药房67店,地址：吉林省白城市洮北区中兴西大路9-7,电话：0436-7220101,
吉林大药房58店,地址：吉林省白城市洮北区海明东路69号,电话：0436-7220021,
吉林大药房57店,地址：吉林省白城市洮北区和平街2-6,电话：0436-7229078,
吉林大药房56店,地址：吉林省白城市通榆县育才路,电话：0436-7222345,
吉林大药房55店,地址：吉林省白城市洮北区和平街26号,电话：0436-7227456,
吉林大药房46店,地址：吉林省通化市东昌区光明路,电话：0435-6158956,
吉林大药房54店,地址：吉林省白城市镇赉县正阳北街223号,电话：0436-7224488,
吉林大药房53店,地址：吉林省白山市抚松县锦江路73号,电话：0435-3707454,
吉林大药房45店,地址：吉林省通化市二道江区东通化大街851旁边,电话：0435-6139116,
吉林大药房36店,地址：吉林省辽源市西安区丰寿路附近,电话：0437-3206786,
吉林大药房26店,地址：吉林省吉林市昌邑区成都路,电话：0432-65367887,
吉林大药房52店,地址：吉林省通化市光明路888欧亚购物中心负1层,电话：0435-3500119,
吉林大药房44店,地址：吉林省辽源市龙山区新兴路附近,电话：0437-3206478,
吉林大药房35店,地址：吉林省辽源市龙山区东吉大路,电话：0437-32065448,
吉林大药房51店,地址：吉林省通化市东昌区新华大街201,电话：0435-3705745,
吉林大药房25店,地址：吉林省吉林市昌邑区东兰路,电话：0432-65356456,
吉林大药房33店,地址：吉林省辽源市龙山区步行街东,电话：0437-3206666,
吉林大药房43店,地址：吉林省辽源市东丰县永合路,电话：0437-3206452,
吉林大药房50店,地址：吉林省通化市二道江区华强小区14号楼,电话：0435-3701466,
吉林大药房32店,地址：吉林省长春市农安县303省道(万金塔乡卫生院西),电话：0431-85658985,
吉林大药房42店,地址：吉林省辽源市西安区泰安大路825,电话：0437-3206510,
吉林大药房31店,地址：吉林省吉林市船营区解放中路209-13,电话：0432-65387887,
吉林大药房41店,地址：吉林省辽源市龙山区康宁大街434,电话：0437-3206002,
吉林大药房49店,地址：吉林省通化市柳河县小石百货商场附近,电话：0435-6125665,
吉林大药房24店,地址：吉林省吉林市蛟河市红星路11-8号,电话：0432-66688853,
吉林大药房40店,地址：吉林省辽源市东丰县步行街附近,电话：0437-3206444,
吉林大药房30店,地址：吉林省吉林市昌邑区吉林大街与解放中路交汇处,电话：0432-67878853,
吉林大药房48店,地址：吉林省通化市东昌区建设大街957号,电话：0435-6115597,
吉林大药房39店,地址：吉林省辽源市龙山区吉光路1168,电话：0437-3206400,
吉林大药房29店,地址：吉林省吉林市船营区光华路19-9号,电话：0432-65378788,
吉林大药房47店,地址：吉林省通化市二道江区东华路537附近,电话：0435-6135655,
吉林大药房38店,地址：吉林省辽源市龙山区龙山大街48号,电话：0437-3206886,
吉林大药房28店,地址：吉林省吉林市船营区长春路临江小区9号楼1号网点解放大路与长春路交汇,电话：0432-65378744,
吉林大药房37店,地址：吉林省辽源市东丰县莲花路附近,电话：0437-3206547,
吉林大药房27店,地址：吉林省吉林市昌邑区重庆路665,电话：0432-65387886,
吉林大药房23店,地址：吉林省吉林市丰满区宜山路,电话：0432-65377785,
吉林大药房22店,地址：吉林省吉林市龙潭区汉阳街阳城家园1号楼一层4号网点,电话：0432-65345645,
吉林大药房21店,地址：吉林省吉林市昌邑区重庆路8,电话：0432-65348786,
吉林大药房15店,地址：吉林省吉林市船营区长春路136-5,电话：0432-65364565,
吉林大药房20店,地址：吉林省吉林市昌邑区青年路1188-13号,电话：0432-65345645,
吉林大药房14店,地址：吉林省吉林市丰满区林苑路附近,电话：0432-65345667,
吉林大药房7店,地址：吉林省吉林市昌邑区建设街站前4号楼,电话：0432-62568570,
吉林大药房12店,地址：吉林省吉林市昌邑区吉林大街410-19附近,电话：0432-65386375,
吉林大药房3店,地址：吉林省吉林市丰满区恒山西路科贸商城A03-04,电话：0432-64668567,
吉林大药房19店,地址：吉林省吉林市昌邑区延安路66附近,电话：0432-65345654,
吉林大药房11店,地址：吉林省吉林市昌邑区欣昌街,电话：0432-6691314,
吉林大药房10店,地址：吉林省吉林市丰满区玉山路7号,电话：0432-66913388,
吉林大药房6店,地址：吉林省吉林市永吉县002乡道附近,电话：0432-64248363,
吉林大药房18店,地址：吉林省吉林市丰满区长江街,电话：0432-65378784,
吉林大药房2店,地址：吉林省吉林市昌邑区上海路20号,电话：0432-66081066,
吉林大药房17店,地址：吉林省吉林市丰满区厦门街44-12,电话：0432-65378889,
吉林大药房5店,地址：吉林省吉林市龙潭区龙川路2号,电话：0432-63081880,
吉林大药房16店,地址：吉林省吉林市昌邑区公安三区南3号楼8号网点吉林大药房右侧,电话：0432-65378445,
吉林大药房9店,地址：吉林省吉林市龙潭区汉阳街,电话：0432-62356526,
吉林大药房8店,地址：吉林省吉林市龙潭区汉阳街12,电话：0432-62589565,
吉林大药房4店,地址：吉林省吉林市昌邑区哈达大街,电话：0432-62770535,
吉林大药房1店,地址：吉林省吉林市昌邑区中兴街65-4号,电话：0432-66155966,
吉林大药房药业股份有限公司青年路连锁店,地址：吉林省吉林市昌邑区青华园小区左侧,电话：无,
吉林大药房药业股份有限公司怡众名城连锁店,地址：吉林省长春市高新开发区华光街与佳园路交汇.怡众名城偏东门.远方超市旁,电话：0431-85075932,
海王星辰健康药房连锁有限公司三道街店,地址：吉林省长春市南关区西三道街龙泰富苑1栋106室,电话：无,
海王星辰健康药房连锁有限公司大马路店,地址：吉林省长春市南关区中环12区59栋105室,电话：无,
海王星辰健康药房连锁有限公司翔运街店,地址：吉林省长春市绿园区翔运街飞行员公寓A栋A105号,电话：无,
海王星辰健康药房连锁有限公司泰山路店,地址：吉林省长春市经济技术开发区七区萧山街462号,电话：无,
海王星辰健康药房连锁有限公司世尧路店,地址：吉林省长春市净月经济开发区临河街7477号中海水岸春城小区A25栋2单元104室,电话：无,
海王星辰健康药房连锁有限公司湖西路店,地址：吉林省长春市朝阳区湖西路18号1栋114室,电话：无,
海王星辰健康药房连锁有限公司抚松路店,地址：吉林省长春市朝阳区开运街2904号2幢一单元118室,电话：无,
海王星辰健康药房连锁有限公司湖园路店,地址：吉林省长春市朝阳区人民大街湖园路19号楼107室,电话：无,
海王星辰健康药房连锁有限公司劳动公园店,地址：吉林省长春市二道区岭东路21号,电话：无,
海王星辰健康药房连锁有限公司东天街店,地址：吉林省长春市南关区东大小区1-7#101室,电话：无,
海王星辰健康药房连锁有限公司阜丰胡同店,地址：吉林省长春市二道区西绿安街通安小区125号1楼门市,电话：无,
海王星辰健康药房连锁有限公司园丁花园店,地址：吉林省长春市净月高新技术产业开发区逯瓦房村园丁花园43号1楼,电话：无,
吉林省邱健安康医药有限公司安康大药房五十四店,地址：吉林省延边州延吉市团结路327号,电话：无,
吉林省邱健安康医药有限公司安康大药房五十二店,地址：吉林省延边州延吉市林海路69-8号,电话：无,
吉林省邱健安康医药有限公司安康大药房四十九店,地址：吉林省延边州延吉市延朝路12-15号,电话：无,
吉林省邱健安康医药有限公司安康大药房四十八店,地址：吉林省延边州延吉市丹明小区第一幢1层东3号房,电话：无,
吉林省邱健安康医药有限公司安康大药房四十一店,地址：吉林省延边州延吉市烟河街4号楼1009,电话：无,
吉林省邱健安康医药有限公司安康大药房四十七店,地址：吉林省延边州延吉市河南街林海路1501,电话：无,
吉林省邱健安康医药有限公司安康大药房三十六店,地址：吉林省延边州延吉市珲春市夜市西门旁,电话：0433-7501197,
吉林省邱健安康医药有限公司安康大药房四十六店,地址：吉林省延边州延吉市公园街园纺胡同6-8号,电话：无,
吉林省邱健安康医药有限公司安康大药房四十店,地址：吉林省延边州延吉市太安街文萃苑8号楼1005,电话：无,
吉林省邱健安康医药有限公司安康大药房四十四店,地址：吉林省延边州延吉市铁男天信小区6号楼2单元,电话：无,
吉林省邱健安康医药有限公司安康大药房五十七店,地址：吉林省延边州延吉市恒润第一城门市,电话：无,
吉林省邱健安康医药有限公司安康大药房五十一店,地址：吉林省延边州延吉市昌盛路5-2号,电话：无,
吉林省邱健安康医药有限公司安康大药房四十三店,地址：吉林省延边州延吉市太平街延东路2-7号,电话：无,
吉林省邱健安康医药有限公司安康大药房三十九店,地址：吉林省延边州延吉市兴城路花都秀府1号楼东3-1-1号,电话：无,
吉林省邱健安康医药有限公司安康大药房三十五店,地址：吉林省延边州延吉市珲春市城北花园门口,电话：0433-7539958,
吉林省邱健安康医药有限公司安康大药房五十六店,地址：吉林省延边州延吉市公新,电话：无,
吉林省邱健安康医药有限公司安康大药房五十五店,地址：吉林省延边州延吉市海兰路267-1号,电话：无,
吉林省邱健安康医药有限公司安康大药房五十店,地址：吉林省延边州延吉市公园路22-7号,电话：无,
吉林省邱健安康医药有限公司安康大药房四十二店,地址：吉林省延边州延吉市参花街214-5号,电话：无,
吉林省邱健安康医药有限公司安康大药房三十八店,地址：吉林省延边州延吉市民强路北城小区4号楼1005,电话：无,
吉林省邱健安康医药有限公司安康大药房三十四店,地址：吉林省延边州延吉市珲春市市二中西侧,电话：0433-7521902,
吉林省邱健安康医药有限公司安康大药房三十三店,地址：吉林省延边州延吉市珲春市河南西街宝业大酒店西侧,电话：0433-7521902,
吉林省邱健安康医药有限公司安康大药房三十七店,地址：吉林省延边州延吉市局子街9-17号,电话：无,
吉林省邱健安康医药有限公司安康大药房三十二店,地址：吉林省延边州延吉市珲春市三栋房浴池南侧,电话：0433-7712370,
吉林省邱健安康医药有限公司安康大药房二十七店,地址：吉林省延边州延吉市珲春市市医院葵花饭店北侧,电话：无,
吉林省邱健安康医药有限公司安康大药房三十一店,地址：吉林省延边州延吉市珲春市购物中心东门对面,电话：0433-7513806,
吉林省邱健安康医药有限公司安康大药房十八店,地址：吉林省延边州延吉市珲春市工商局南侧,电话：无,
吉林省邱健安康医药有限公司安康大药房二十五店,地址：吉林省延边州延吉市千盛购物广场旁十米,电话：0433-2553008,
吉林省邱健安康医药有限公司安康大药房十一店,地址：吉林省延边州延吉市珲春市龙源华府正门右侧,电话：无,
吉林省邱健安康医药有限公司安康大药房十七店,地址：吉林省延边州延吉市珲春市天馨家园门市,电话：无,
