四川好仁堂惠民药店 ,地址：四川省攀枝花市米易县桥东街45,电话：0812-8175469,
康贝大药房零售连锁有限公司文明药店,地址：四川省乐山市峨眉山市峨边县毛坪镇玉环街24号,电话：028-83919006,
康贝大药房零售连锁有限公司小红药店,地址：四川省乐山市金口河区滨河路二段67号,电话：028-83919006,
康贝大药房零售连锁有限公司彭素红药店,地址：四川省乐山市眉山市峨边县新场乡新凤村,电话：028-83919006,
康贝大药房零售连锁有限公司远耀药店,地址：四川省乐山市峨眉山市峨边县沙坪镇休闲广场C区1号,电话：028-83919006,
康贝大药房零售连锁有限公司康惠药房,地址：四川省乐山市峨眉山市绥山镇绥山东路134-1,电话：028-83919006,
康贝大药房零售连锁有限公司乔伦药店,地址：四川省乐山市峨眉山市峨边县共和乡江峨村,电话：028-83919006,
康贝大药房零售连锁有限公司诚信药店,地址：四川省乐山市金口河区和平街20号,电话：028-83919006,
康贝大药房零售连锁有限公司沙坪利民药店,地址：四川省乐山市峨眉山市沙坪镇农贸市场进口（天桥处）,电话：028-83919006,
康贝大药房零售连锁有限公司万春堂药店,地址：四川省乐山市峨眉山市绥山镇报国路140号,电话：028-83919006,
康贝大药房零售连锁有限公司白龙北路康泰药店,地址：四川省乐山市峨眉山市绥山镇白龙北路101号,电话：028-83919006,
康贝大药房零售连锁有限公司百姓药店,地址：四川省乐山市峨眉山市峨边县彝族自治县沙坪镇步行街66号,电话：028-83919006,
康贝大药房零售连锁有限公司忠诚药店,地址：四川省乐山市峨眉山市峨边县共和乡江峨村3组,电话：028-83919006,
康贝大药房零售连锁有限公司沙坪健民药店,地址：四川省乐山市峨眉山市峨边县沙坪镇新村路20号,电话：028-83919006,
康贝大药房零售连锁有限公司九康药店,地址：四川省乐山市峨眉山市九里镇台子坝街26号,电话：028-83919006,
康贝大药房零售连锁有限公司益兴药店,地址：四川省乐山市峨眉山市绥山镇白龙北路146号,电话：028-83919006,
康贝大药房零售连锁有限公司黑竹沟药店,地址：四川省乐山市峨眉山市峨边县勒乌乡柑子口村,电话：028-83919006,
康贝大药房零售连锁有限公司霖潍药店,地址：四川省乐山市峨边县新林镇金星村,电话：028-83919006,
康贝大药房零售连锁有限公司平安药店,地址：四川省乐山市峨眉山市沙坪镇集贸市场三楼工业品摊区,电话：028-83919006,
康贝大药房零售连锁有限公司和善药店,地址：四川省乐山市桂花桥镇前进北路,电话：028-83919006,
康贝康贝大药房零售连锁有限公司兴隆街永康药店,地址：四川省乐山市峨眉山市绥山镇兴隆街口176号,电话：028-83919006,
康贝大药房零售连锁有限公司洪明药店,地址：四川省乐山市峨眉山市峨边县黑竹沟镇（川南林业局616林场）,电话：028-83919006,
康贝大药房零售连锁有限公司兴发药店,地址：四川省乐山市峨眉山市峨边县沙坪镇郭凡村9组,电话：028-83919006,
康贝大药房零售连锁有限公司豫东药店,地址：四川省乐山市峨眉山市峨边县沙坪镇新街58号,电话：028-83919006,
康贝大药房零售连锁有限公司罗目供销合作社药品门市,地址：四川省乐山市峨眉山市罗目镇,电话：028-83919006,
康贝大药房零售连锁有限公司同济堂药店,地址：四川省乐山市峨眉山市绥山镇吉祥小区A幢六号,电话：028-83919006,
康贝大药房零售连锁有限公司茂灵药店,地址：四川省乐山市峨眉山市峨边县新场乡新凤街22号,电话：028-83919006,
康贝大药房零售连锁有限公司济生药店,地址：四川省乐山市峨眉山市峨边县沙坪镇顺河街,电话：028-83919006,
康贝大药房零售连锁有限公司沙坪益寿堂药店,地址：四川省乐山市峨眉山市峨边县沙坪镇县街38号,电话：028-83919006,
康贝大药房零售连锁有限公司顺风药店,地址：四川省乐山市峨嵋山市罗目镇江庙街,电话：028-83919006,
康贝大药房零售连锁有限公司百草堂药店,地址：四川省乐山市峨眉山市绥山镇东外街东新小区143号,电话：028-83919006,
康贝大药房零售连锁有限公司苗康药店,地址：四川省乐山市峨眉山市峨边县毛坪镇迎金街5号,电话：028-83919006,
康贝大药房零售连锁有限公司兴新药店,地址：四川省乐山市峨眉山市峨边县沙坪镇新村路71号,电话：028-83919006,
康贝大药房零售连锁有限公司峨边强生药店,地址：四川省乐山市峨眉山市峨边县沙坪镇县街,电话：028-83919006,
康贝大药房零售连锁有限公司安康药店,地址：四川省峨乐山市眉山市胜利镇财政所宿舍楼6号门市,电话：028-83919006,
康贝大药房零售连锁有限公司荣圣药店,地址：四川省乐山市峨眉山市绥山镇名山西路20号,电话：028-83919006,
康贝大药房零售连锁有限公司怀仁堂药店,地址：四川省乐山市峨边县沙坪镇休闲广场1-16号,电话：028-83919006,
康贝大药房零售连锁有限公司沙湾平原店,地址：四川省乐山市峨眉山市沙湾区福禄镇东阳街,电话：028-83919006,
康贝大药房零售连锁有限公司向日葵药店,地址：四川省乐山市峨眉山市龙门乡下街36号,电话：028-83919006,
康贝大药房零售连锁有限公司吉祥药店,地址：四川省乐山市峨眉山市高桥镇新街15号,电话：028-83919006,
康贝大药房零售连锁有限公司利群药店,地址：四川省乐山市峨眉山市胜利镇南路街路56号,电话：028-83919006,
康贝大药房零售连锁有限公司舒心药店,地址：四川省乐山市峨眉山市双福中心路34号,电话：028-83919006,
康贝大药房零售连锁有限公司焉城镇为民药店一分店,地址：四川省乐山市夹江县黄土镇黄土村7组,电话：028-83919006,
康贝大药房零售连锁有限公司祠堂街益康药店,地址：四川省乐山市峨眉山市龙池镇祠堂街23号,电话：028-83919006,
康贝大药房零售连锁有限公司谢滩村益寿堂药店,地址：四川省乐山市夹江县焉城镇谢滩村,电话：028-83919006,
康贝大药康贝大药房零售连锁有限公司甘江镇平安药店,地址：四川省乐山市夹江县甘江镇迎春街2号,电话：028-83919006,
康贝大药房零售连锁有限公司土门乡济生药店,地址：四川省乐山市夹江县土门乡,电话：028-83919006,
康贝大药房零售连锁有限公司杨成春药店,地址：四川省乐山市夹江县歇马乡乡场,电话：028-83919006,
四川康贝大药房连锁有限公司三河旭源药房,地址：四川省成都市新都区三河街道长龙社区毗河苑综合市场B2区一层3号,电话：028-83919006,
四川康贝大药房连锁有限公司合成药房,地址：四川省成都市新都区斑竹园镇福田村36号,电话：028-83919006,
康贝大药房零售连锁有限公司董香玉药店,地址：四川省乐山市夹江县麻柳关口二社,电话：028-83919006,
四川康贝大药房连锁有限公司灵芝堂药房,地址：四川省成都市新都区石板滩镇东风东街41、43号,电话：028-83919006,
康贝大药房零售连锁有限公司甘江镇汪氏药店,地址：四川省乐山市夹江县甘江镇,电话：028-83919006,
四川康贝大药房连锁有限公司石板滩德美药房,地址：四川省成都市新都区石板滩镇光明路125号、127号,电话：028-83919006,
四川康贝大药房连锁有限公司源安堂大药房,地址：四川省成都市新都区龙桥镇南渠街79、81、83号,电话：028-83919006,
四川康贝大药房连锁有限公司军屯镇云兴药房,地址：四川省成都市新都区军屯镇环城西路3幢16号附43号,电话：028-83919006,
四川康贝大药房连锁有限公司永盛药房,地址：四川省成都市新都区龙桥镇长顺街127、129号,电话：028-83919006,
四川康贝大药房连锁有限公司新城药房,地址：四川省成都市新都区泰兴镇新业花园一期,电话：028-83919006,
四川康贝大药房连锁有限公司宗秀药店,地址：四川省成都市新都区新繁镇正西街180、182号,电话：028-83919006,
四川康贝大药房连锁有限公司大丰益生堂药房,地址：四川省成都市新都区大丰街道花都大道703号,电话：028-83919006,
四川康贝大药房连锁有限公司复兴药店,地址：四川省成都市新都区斑竹园镇文锦街118、120号,电话：028-83919006,
四川康贝大药房连锁有限公司天缘路药店,地址：四川省成都市新都区新都街道天缘路二段213、215、217、219号,电话：028-83919006,
四川康贝大药房连锁有限公司黄氏药房,地址：四川省成都市新都区斑竹园镇竹柳路70、72、74号,电话：028-83919006,
四川康贝大药房连锁有限公司建华药店,地址：四川省成都市新都区龙桥镇龙腾大道304、306号,电话：028-83919006,
四川康贝大药房连锁有限公司瑞民药店,地址：四川省成都市新都区新都街道新光路53、55、57、59号,电话：028-83919006,
四川康贝大药房连锁有限公司鑫康药房,地址：四川省成都市新都区新都街道毗河东路6号万科双水岸4栋112号,电话：028-83919006,
四川康贝大药房连锁有限公司天缘药房,地址：四川省成都市新都区新都街道学院路西段100、102号,电话：028-83919006,
四川康贝大药房连锁有限公司木兰镇保平堂药房,地址：四川省成都市新都区木兰镇木锦大道74、76号,电话：028-83919006,
四川康贝大药房连锁有限公司君莲药店,地址：四川省成都市新都区新繁镇金地路189、191号,电话：028-83919006,
四川康贝大药房连锁有限公司太安药店,地址：四川省成都市新都区斑竹园镇顺江村九社,电话：028-83919006,
四川康贝大药房连锁有限公司木兰镇天仁药店,地址：四川省成都市新都区木兰镇聚缘路155、157号,电话：028-83919006,
四川康贝大药房连锁有限公司仁华药店,地址：四川省成都市新都区斑竹园镇杨柳社区1组3号,电话：028-83919006,
四川康贝大药房连锁有限公司正康药店,地址：四川省成都市新都区龙桥镇青桥街160号,电话：028-83919006,
四川康贝大药房连锁有限公司莉娟药房,地址：四川省成都市新都区新都街道物流大道299号3栋1楼,电话：028-83919006,
四川康贝大药房连锁有限公司平康药店,地址：四川省成都市新都区龙桥镇瑞云街285号,电话：028-83919006,
四川康贝大药房连锁有限公司平鑫药房,地址：四川省成都市新都区斑竹园镇鸦雀口社区10组,电话：028-83919006,
四川康贝大药房连锁有限公司大丰兴丰堂药店,地址：四川省成都市新都区大丰街道振新街195、197、199号,电话：028-83919006,
四川康贝大药房连锁有限公司吉仁药房,地址：四川省成都市新都区新都街道天香西路56、58、60号,电话：028-83919006,
四川康贝大药房连锁有限公司博信药房,地址：四川省成都市新都区大丰街道三元大道232号附1、2号,电话：028-83919006,
四川康贝大药房连锁有限公司思邈药店,地址：四川省成都市新都区新繁镇曲水村八社,电话：028-83919006,
