重庆全兴药房金龙路分店,地址：重庆市渝北区龙溪镇金龙路242号,电话：023-67607175,
桐君阁大药房太极大道店,地址：重庆市涪陵区太极大道45号(质监局斜对面),电话：023-72284001,
桐君阁大药房中兴东路店,地址：重庆市铜梁县中兴东路135号,电话：023-63806237,
桐君阁大药房嘉江路店,地址：重庆市渝中区嘉江路,电话：023-60300803,
桐君阁大药房兴华中路店,地址：重庆市涪陵区兴华中路45号附近,电话：023-72203483,
桐君阁大药房金桥路店,地址：重庆市九龙坡区金桥路23号附近,电话：023-86037027,
桐君阁大药房同兴南二支路店,地址：重庆市渝中区同兴南二支路,电话：023-63709863,
桐君阁大药房信义街店,地址：重庆市渝中区信义街32号附1号,电话：023-60306189,
桐君阁大药房文昌路店,地址：重庆市涪陵区文昌路52号,电话：023-72874702,
桐君阁大药房和平路店,地址：重庆市渝中区和平路187号,电话：023-68226120,
桐君阁大药房双宝路店,地址：重庆市涪陵区双宝路15号附近,电话：023-72283140,
桐君阁大药房体育路店,地址：重庆市渝中区体育路26-3号,电话：023-68205665,
桐君阁大药房大黄路店,地址：重庆市渝中区大坪大黄路78号,电话：023-68220682,
桐君阁大药房建设东路店,地址：重庆市涪陵区建设东路,电话：023-72258863,
桐君阁大药房中新街店,地址：重庆市沙坪坝区中新街106号,电话：023-86038277,
桐君阁大药房顺园路店,地址：重庆市涪陵区顺园路,电话：023-72875171,
桐君阁大药房军民路店,地址：重庆市渝中区军民路236,电话：023-86038506,
桐君阁大药房官桥路店,地址：重庆市涪陵区官桥路1号,电话：023-72216165,
桐君阁大药房兴华西路店,地址：重庆市涪陵区兴华西路6号-1,电话：023-72862027,
桐君阁大药房白天路店,地址：重庆市涪陵区白天路,电话：023-72240645,
桐君阁大药房桃大路店,地址：重庆市涪陵区桃大路,电话：023-72236420,
桐君阁大药房龙凤三村店,地址：重庆市北碚区龙凤三村44号8幢附6号,电话：023-86086197,
桐君阁大药房黄桷正街店,地址：重庆市北碚区黄桷正街25号,电话：023-68839916,
桐君阁大药房碚峡东路店,地址：重庆市北碚区碚峡东路52号,电话：023-86029978,
桐君阁大药房中山东路店,地址：重庆市涪陵区中山东路79号,电话：023-72385926,
桐君阁大药房政和路店,地址：重庆市涪陵区政和路,电话：023-72862732,
桐君阁大药房龙瑞街店,地址：重庆市渝中区龙瑞街61号,电话：023-86590355,
桐君阁大药房建国路店,地址：重庆市涪陵区建国路17号,电话：023-72805476,
桐君阁大药房棉花街店,地址：重庆市渝中区棉花街19附11号,电话：023-63799030,
桐君阁大药房承恩大道店,地址：重庆市璧山县承恩大道,电话：023-85293695,
桐君阁大药房文丰街店,地址：重庆市璧山县文丰街,电话：023-85293695,
桐君阁大药房富民正街店,地址：重庆市璧山县富民正街,电话：023-85293695,
桐君阁大药房华静路店,地址：重庆市渝中区华静路53号,电话：023-89883072,
桐君阁大药房菜袁路店,地址：重庆市渝中区菜袁路36附5号,电话：023-86611022,
桐君阁大药房长江一路店,地址：重庆市渝中区长江一路16号附2号,电话：023-86128499,
桐君阁大药房向阳街店,地址：重庆市璧山县向阳街101号,电话：023-41481926,
桐君阁大药房景正路店,地址：重庆市渝中区景正路50,电话：023-63856763,
桐君阁大药房工商大厦店,地址：重庆市渝中区中山路14-3号工商大厦,电话：023-63709863,
桐君阁大药房高笋塘路店,地址：重庆市涪陵区高笋塘路56号,电话：023-72240545,
桐君阁大药房渝州新都店,地址：重庆市渝中区大坪渝州新都2幢附21号,电话：023-86593966,
桐君阁大药房沿河路店,地址：重庆市璧山县沿河路9号,电话：023-41481926,
桐君阁大药房步阳路店,地址：重庆市涪陵区步阳路8号,电话：023-72385350,
桐君阁大药房中山西路店,地址：重庆市涪陵区中山西路114号,电话：023-72275036,
桐君阁大药房璧渝路店,地址：重庆市璧山县璧渝路450号,电话：023-41526466,
桐君阁大药房璧青路店,地址：重庆市璧山县璧青路,电话：023-41526466,
桐君阁大药房红球坝店,地址：重庆市渝中区红球坝14-4号,电话：023-63522480,
桐君阁大药房渝中区华玉路店,地址：重庆市渝中区华玉路170-236号,电话：023-63806237,
桐君阁大药房煤建新村店,地址：重庆市渝中区煤建新村91附10号,电话：023-86362937,
桐君阁大药房中山四路店,地址：重庆市渝中区中山四路58-60号,电话：023-86523411,
桐君阁大药房正石路店,地址：重庆市璧山县正石路,电话：023-85293695,
桐君阁大药房蒲新街店,地址：重庆市璧山县蒲新街36,电话：023-41526466,
桐君阁大药房安镇西路店,地址：重庆市涪陵区安镇西路56号附1号,电话：023-72240423,
桐君阁大药房杨柳坝路店,地址：重庆市璧山县近郊杨柳坝路,电话：023-41481926,
桐君阁大药房福音街店,地址：重庆市璧山县福音街55号,电话：023-85293695,
桐君阁大药房来石路店,地址：重庆市璧山县来石路,电话：023-85293695,
桐君阁大药房中兴路店,地址：重庆市铜梁县中兴路75号,电话：023-86526277,
桐君阁大药房中山路店,地址：重庆市涪陵区中山路,电话：023-72230523,
桐君阁大药房枣张路店,地址：重庆市渝中区枣张路2号,电话：023-86528020,
桐君阁大药房南街店,地址：重庆市璧山县南街192号,电话：023-41526466,
桐君阁大药房新生街店,地址：重庆市璧山县新生街6号,电话：023-41481926,
桐君阁大药房解放西路店,地址：重庆市渝中区解放西路1号,电话：023-86523511,
桐君阁大药房渝隆路店,地址：重庆市璧山县渝隆路216号,电话：023-41526466,
桐君阁大药房长江二路店,地址：重庆市渝中区长江二路39附15号,电话：023-86527490,
桐君阁大药房澄八路店,地址：重庆市璧山县澄八路,电话：023-41481926,
桐君阁大药房金禾丽都店,地址：重庆市渝中区打铜街金禾丽都公寓西侧,电话：023-63878434,
桐君阁大药房民生路店,地址：重庆市渝中区民生路97号,电话：023-86966872,
桐君阁大药房解放东路店,地址：重庆市渝中区解放东路,电话：023-63863268,
桐君阁大药房南关二路店,地址：重庆市璧山县南关二路4号,电话：023-41526466,
桐君阁大药房中大街店,地址：重庆市璧山县中大街2号,电话：023-41526466,
桐君阁大药房民安街店,地址：重庆市璧山县民安街116号,电话：023-85293695,
桐君阁大药房福兴路店,地址：重庆市璧山县福兴路,电话：023-41481926,
桐君阁大药房河龙路店,地址：重庆市璧山县河龙路2附2-4号,电话：023-41526466,
桐君阁大药房景山路店,地址：重庆市璧山县景山路,电话：023-41526466,
桐君阁大药房鹅岭店,地址：重庆市渝中区鹅岭正街168号3栋平街1层商场4号,电话：023-89883072,
桐君阁大药房永嘉大道店,地址：重庆市璧山县永嘉大道106号,电话：023-85293695,
桐君阁大药房璧铜路店,地址：重庆市璧山县璧铜路51号,电话：023-85293695,
桐君阁大药房填河街店,地址：重庆市璧山县填河街17号,电话：023-41526466,
桐君阁大药房皮鞋城二路店,地址：重庆市璧山县皮鞋城二路122号,电话：023-85293695,
桐君阁大药房广黄路店,地址：重庆市璧山县广黄路7号,电话：023-41481926,
桐君阁大药房桥南街店,地址：重庆市璧山县桥南街12号,电话：023-41526466,
桐君阁大药房新房村店,地址：重庆市璧山县新房村5组197号,电话：023-85293695,
桐君阁大药房中华路店,地址：重庆市渝中区中华路43号,电话：无,
桐君阁大药房狮子镇新胜村店,地址：重庆市璧山县狮子镇新胜村,电话：023-41481926,
桐君阁大药房上清寺路店,地址：重庆市渝中区上清寺路16号,电话：023-63103108,
鑫斛药庄滨江大道店,地址：重庆市涪陵区滨江大道二段26附88号附近,电话：400-662-8080,
鑫斛药庄兴华中路4店,地址：重庆市涪陵区兴华中路17号涪陵区计生医院附近,电话：400-662-8080,
鑫斛药庄兴华中路3店,地址：重庆市涪陵区兴华中路47号附4号,电话：400-662-8080,
鑫斛药庄顺江大道店,地址：重庆市涪陵区顺江大道91号附13号,电话：400-662-8080,
鑫斛药庄太极大道2店,地址：重庆市涪陵区太极大道26号附16号,电话：400-662-8080,
鑫斛药庄金阶店,地址：重庆市涪陵区同景·南门金阶附近,电话：400-662-8080,
鑫斛药庄泽胜店,地址：重庆市涪陵区兴华中路25号泽胜中央广场,电话：400-662-8080,
鑫斛药庄太极大道店,地址：重庆市涪陵区太极大道10号附近,电话：400-662-8080,
鑫斛药庄旗舰店,地址：重庆市涪陵区高笋塘路1号建涪宾馆附近,电话：400-662-8080,
鑫斛药庄兴华东路店,地址：重庆市涪陵区兴华东路9号附近,电话：400-662-8080,
鑫斛药庄黎明南路店,地址：重庆市涪陵区黎明南路28号附8号,电话：400-662-8080,
鑫斛药庄碚峡路店,地址：重庆市北碚区碚峡路111附近,电话：400-662-8080,
鑫斛药庄兴华西路店,地址：重庆市涪陵区兴华西路18号附近,电话：400-662-8080,
鑫斛药庄新星店,地址：重庆市北碚区新星路8号附3号,电话：400-662-8080,
鑫斛药庄海宇店,地址：重庆市北碚区嘉陵风情街19号,电话：400-662-8080,
鑫斛药庄黎明南路2店,地址：重庆市涪陵区黎明南路27号附8号,电话：400-662-8080,
鑫斛大药房高镇店,地址：重庆市丰都县柏林路附近,电话：400-662-8080,
鑫斛药庄鑫鱼店,地址：重庆市巴南区巴县大道56号附近,电话：400-662-8080,
鑫斛药庄新市店,地址：重庆市巴南区新市街79号附近,电话：400-662-8080,
鑫斛药庄兴华中路店,地址：重庆市涪陵区兴华中路45号附近,电话：400-662-8080,
鑫斛药庄长江师范店,地址：重庆市涪陵区长江师范学院江东校区东门附近,电话：400-662-8080,
鑫斛药庄天奇店,地址：重庆市北碚区碚峡西路附近,电话：400-662-8080,
鑫斛大药房树人春红店,地址：重庆市丰都县030乡道附近,电话：400-662-8080,
鑫斛药庄人民西路4店,地址：重庆市涪陵区人民西路37号附4号,电话：400-662-8080,
鑫斛药庄鑫红店,地址：重庆市巴南区马王坪正街福民花苑旁,电话：400-662-8080,
鑫斛药庄财信国际店,地址：重庆市渝北区金龙路267号附近,电话：400-662-8080,
鑫斛药房南宾镇南宾路店,地址：重庆市石柱土家族自治县南宾路54附近,电话：400-662-8080,
鑫斛药庄双宝路店,地址：重庆市涪陵区双宝路4号附近,电话：400-662-8080,
鑫斛药庄黎明路店,地址：重庆市涪陵区黎明路224号,电话：400-662-8080,
鑫斛药庄沙坪公园店,地址：重庆市沙坪坝区天陈路56号,电话：400-662-8080,
鑫斛大药房第十二分店药品超市,地址：重庆市丰都县红柚路153号,电话：400-662-8080,
鑫斛大药房余叙承店,地址：重庆市涪陵区聚龙大道98号长江师范学院北门附近,电话：400-662-8080,
鑫斛大药房吴其祥店,地址：重庆市涪陵区南府路附近,电话：400-662-8080,
鑫斛大药房李红梅店,地址：重庆市丰都县商贸街附近,电话：400-662-8080,
鑫斛大药房滨江东路店,地址：重庆市丰都县滨东路三支路111,电话：400-662-8080,
鑫斛大药房望州路店,地址：重庆市涪陵区望州路35号附5号,电话：400-662-8080,
鑫斛大药房康乐源店,地址：重庆市涪陵区顺园路附近,电话：400-662-8080,
鑫斛大药房暨龙药品超市,地址：重庆市丰都县017乡道附近,电话：400-662-8080,
鑫斛大药房思成店,地址：重庆市涪陵区松翠路附近,电话：400-662-8080,
鑫斛药房四环路店,地址：重庆市丰都县雪玉路111,电话：400-662-8080,
鑫斛大药房甘氏店,地址：重庆市丰都县平都大道东段154,电话：400-662-8080,
鑫斛大药房复兴店,地址：重庆市涪陵区023乡道附近,电话：400-662-8080,
鑫斛大药房永兴店,地址：重庆市丰都县041乡道和垫道路的交叉口附近,电话：400-662-8080,
鑫斛大药房武平店,地址：重庆市丰都县泰安路141号,电话：400-662-8080,
鑫斛大药房明家店,地址：重庆市涪陵区天宝路和双兴路的交叉口附近,电话：400-662-8080,
鑫斛大药房堡子店,地址：重庆市涪陵区034乡道附近,电话：400-662-8080,
鑫斛大药房董家店,地址：重庆市丰都县,电话：400-662-8080,
鑫斛大药房龙桥店,地址：重庆市涪陵区龙翔路40,电话：400-662-8080,
鑫斛大药房王云逸精选中药店,地址：重庆市黔江区解放路附近,电话：400-662-8080,
鑫斛药房君安店,地址：重庆市丰都县世平路45附近,电话：400-662-8080,
鑫斛大药房大堡店,地址：重庆市丰都县陈家岩村5组132,电话：400-662-8080,
鑫斛大药房清溪桥康文药店,地址：重庆市綦江区万东南路附近,电话：400-662-8080,
