大参林医药集团股份有限公司太平店,地址：广东省湛江市麻章区太平镇供销街11号 ,电话：0759-2866168 ,
深圳润泽堂药业富联二分店,地址：广东省深圳市宝安区龙华街道三联社区富联新村206栋1楼101号铺,电话：无,
深圳润泽堂药业润康堂分店,地址：广东省深圳市宝安区西乡大道新湖路交界处圣陶沙10栋12号,电话：无,
深圳润泽堂药业新二分店,地址：广东省深圳市沙井街道新二居委新二路43号一楼1号号铺,电话：13267030302,
深圳润泽堂药业章阁分店,地址：广东省深圳市观澜街道大水坑社区章阁新村住宅区69号1楼,电话：0755-26049540,
深圳润泽堂药业大三分店,地址：广东省深圳市观澜街道大水坑村委大三新村,电话：无,
深圳润泽堂药业章阁二分店,地址：广东省深圳市宝安区观澜街道章阁社区桂月路星阁宿舍生活区B栋1楼B16-B17,电话：0755-29364312,
深圳润泽堂药业田贝分店,地址：广东省深圳市罗湖区田贝一路龙屋七栋109B,电话：0755-25602976,
深圳润泽堂药业百合分店,地址：广东省深圳市南山区西丽王京坑村48号,电话：0755-86020388,
深圳润泽堂药业康辉分店,地址：广东省深圳市宝安区石岩街道应人石社区应人石新村13巷1栋101,电话：无,
深圳润泽堂药业白云山分店,地址：广东省深圳市龙华大浪街道同胜社区上横朗白云山工业区A栋6-7号铺,电话：无,
深圳润泽堂药业明威分店,地址：广东省深圳市龙华新区观澜章阁社区大富工业区1300017一层101,电话：0755-29020011,
深圳润泽堂药业明金海分店,地址：广东省深圳市石岩街道石新社区塘头路明金海工业园AB栋宿舍首层10-11号,电话：无,
深圳润泽堂药业围仔新村分店,地址：广东省深圳市观澜围仔新村D栋,电话：0755-81702780,
深圳润泽堂药业玉泉分店,地址：广东省深圳市光明新区公明办事处玉律社区玉泉西路50号101,电话：无,
深圳润泽堂药业桔岭分店,地址：广东省深圳市宝安区观澜街道大水坑社区桔岭老村7巷53号一楼,电话：0755-28055053,
深圳润泽堂药业康丽分店,地址：广东省深圳市沙井街道陂口B区七巷1号,电话：0755-33582279,
深圳润泽堂药业富兴分店,地址：广东省深圳市观澜街道君新社区德茂路2号一栋1层2号,电话：0755-33869969,
深圳润泽堂药业万盛分店,地址：广东省深圳市公明南庄市场,电话：无,
深圳润泽堂药业奋成分店,地址：广东省深圳市宝安区西乡共乐铁仔路奋城工业区9-10号,电话：0755-29970013,
深圳润泽堂药业南埔分店,地址：广东省深圳市沙井街道南埔路蚝三林坑第二工业区第二栋3-4号,电话：0755-61163159,
深圳润泽堂药业新和分店,地址：广东省深圳市福永镇福永街道新和社区一区一巷一号101铺,电话：0755-27302127,
深圳润泽堂药业玉律分店,地址：广东省深圳市宝安公明镇玉律村三区87号,电话：0755-89405120,
深圳润泽堂药业固戌分店,地址：广东省深圳市宝安区西乡镇固戌村塘西二区54号,电话：0755-27481339,
深圳润泽堂药业广福分店,地址：广东省深圳市宝安区观澜街道桂花社区新石桥街南巷7号101,电话：0755-27995240,
深圳润泽堂药业福康分店,地址：广东省深圳市宝安区福永街道新田社区新田大道40-44号铺,电话：0755-27372516,
深圳润泽堂药业丰润分店,地址：广东省深圳市宝安区龙华镇丰润花园9幢33号,电话：0755-28124146,
深圳润泽堂药业富泉分店,地址：广东省深圳市宝安龙华镇三联富泉新村33栋,电话：无,
深圳润泽堂药业公明分店,地址：广东省深圳市光明新区公明办事处合水口社区公明建设西路南五巷6号101,电话：无,
深圳润泽堂药业白芒分店,地址：广东省深圳市南山区丽明路百旺文明大厦208铺,电话：0755-29016083,
深圳润泽堂药业大布头分店,地址：广东省深圳市宝安区观谰街道南大富社区松元大布头村226号一楼,电话：0755-27997978,
深圳润泽堂药业黄埔分店,地址：广东省深圳市宝安区沙井上南南洞满寿路7号101铺,电话：0755-27242233,
深圳润泽堂药业明珠分店,地址：广东省深圳市宝安区沙井镇辛洋村,电话：0755-27206253,
深圳润泽堂药业美丽365分店,地址：广东省深圳市龙华新区龙华办事处东环二路东侧美丽365第B2栋商铺107号,电话：0755-81799199,
深圳润泽堂药业康隆分店,地址：广东省深圳市宝安区松岗街道楼岗社区楼岗大道56号一楼,电话：0755-29497803,
深圳润泽堂药业公民上村分店,地址：广东省深圳市宝安区公明镇民生路128号之6、7号,电话：0755-27101000,
深圳润泽堂药业布心分店,地址：广东省深圳市宝安区74区布心二村西六巷1号一楼2号,电话：0755-27961037,
深圳润泽堂药业腾龙分店,地址：广东省深圳市龙华新区龙华办事处三联社区腾龙花园28栋一楼,电话：无,
深圳润泽堂药业宝业分店,地址：广东省深圳市宝安区西乡宝田一路菁菁幼儿园一楼101号（即百信百对面）,电话：0755-27444808,
深圳润泽堂药业松岗分店,地址：广东省深圳市宝安区松岗街道松涛社区松明大道75号一楼101,电话：0755-27538611,
深圳润泽堂药业万丰九八分店,地址：广东省深圳市宝安区沙井街道万丰社区中心路九八工业城6栋101-102,电话：0755-29899255,
深圳润泽堂药业兰姜分店,地址：广东省深圳市宝安区石岩镇水田兰姜新村A区8号一楼,电话：0755-29517557,
深圳润泽堂药业燕川分店,地址：广东省深圳市深圳市宝安区松岗街道燕川社区怡情路2号,电话：0755-27556636,
深圳润泽堂药业英泰分店,地址：广东省深圳市宝安区大浪街道大浪南路英泰工业区英泰路3号,电话：0755-28077711,
深圳润泽堂药业爱心分店,地址：广东省深圳市宝安区沙井镇马安山村安山二路,电话：0755-21507550,
深圳润泽堂药业洪田分店,地址：广东省深圳市宝安区沙井镇上南洪田村洪田大道坑尾塘104号商铺,电话：0755-27229977,
深圳润泽堂药业龙华桦润分店,地址：广东省深圳市宝安区龙华镇桦润馨居B416-17号商铺,电话：0755-28076773,
深圳润泽堂药业为康分店,地址：广东省深圳市宝安区翻身村41区安乐三街6号101铺,电话：0755-27837938,
深圳润泽堂药业创业分店,地址：广东省深圳市宝安区71区创业一村21号,电话：无,
深圳润泽堂药业新田分店,地址：广东省深圳市龙华新区观澜老村社区腾龙工业区15号101,电话：0755-28058696,
深圳润泽堂药业龙华步行街分店,地址：广东省深圳市宝安区观澜新田社区牛轭岭新村A区商铺17号,电话：0755-61100289,
深圳润泽堂药业塘尾分店,地址：广东省深圳市宝安区福永镇塘尾村接福路89号商铺,电话：无,
深圳润泽堂药业福安分店,地址：广东省深圳市宝安区西乡街道流塘旧村西区37号104铺,电话：0755-27933736,
深圳润泽堂药业沙井马鞍山分店,地址：广东省深圳市宝安区沙井街道马安山安园路37号1楼,电话：0755-21507155,
深圳润泽堂药业南洞分店,地址：广东省深圳市宝安区沙井街道黄埔社区满寿路南洞和盛花园1栋1-110,电话：0755-29850000,
深圳润泽堂药业龙屋新村分店,地址：广东省深圳市龙华新区民治街道龙屋新村一巷8号1楼,电话：0755-27701176,
深圳润泽堂药业观澜分店,地址：广东省深圳市宝安区观澜街道桂澜社区汇食街38号101,电话：0755-27983171,
深圳润泽堂药业雅然分店,地址：广东省深圳市宝安区新安街道前进路西侧与新安三路交汇处雅然居1栋商铺116号,电话：0755-27671370,
深圳润泽堂药业西乡园田分店,地址：广东省深圳市宝安区西乡镇黄田村大夫天路84号商铺,电话：0755-29913300,
深圳润泽堂药业光明分店,地址：广东省深圳市光明新区光明街道东区22栋1号,电话：0755-27408188,
深圳润泽堂药业观澜锦祥分店,地址：广东省深圳市宝安区观澜街道岗头社区商业步行街198号、200号,电话：0755-29817368,
深圳润泽堂药业和平分店,地址：广东省深圳市宝安区沙井街道万丰第三工业区大钟岗路一巷17号,电话：无,
深圳润泽堂药业南昌分店,地址：广东省深圳市宝安区西乡镇固戍社区南昌第二新村东区一巷一号101铺,电话：0755-27475658,
深圳润泽堂药业中丝园分店,地址：广东省深圳市龙岗区南湾街道南岭村社区南新小区一巷1号104,电话：0755-28708622,
深圳润泽堂药业红花山分店,地址：广东省深圳市光明新区公明办事处建设东路16栋101,电话：0755-27730932,
深圳润泽堂药业灵芝分店,地址：广东省深圳市南山区西丽大勘商业街158号（102、103）,电话：0755-26994488,
深圳润泽堂药业西乡共和分店,地址：广东省深圳市宝安区西乡街道共乐社区共和路220号商铺,电话：无,
深圳润泽堂药业沙井大王山分店,地址：广东省深圳市宝安区沙井街道万丰社区万家朗路50号南铺位,电话：0755-27265559,
深圳润泽堂药业白石洲分店,地址：广东省深圳市南山区沙河新塘村二坊九号一楼,电话：0755-86326881,
深圳润泽堂药业福永凤凰分店,地址：广东省深圳市宝安区福永街道凤凰市场229号商铺,电话：0755-27306939,
深圳润泽堂药业福永下十围分店,地址：广东省深圳市宝安区福永街道下十围东福围西街2号,电话：0755-27301512,
深圳润泽堂药业三围分店,地址：广东省深圳市宝安区西乡街道三围社区宝安机场505区楼房75号汇福阁102铺,电话：0755-33232219,
深圳润泽堂药业上寮分店,地址：广东省深圳市宝安区沙井街道上寮C区润泽堂楼A栋一楼铺位,电话：0755-27227825,
深圳润泽堂药业沙边分店,地址：广东省深圳市宝安区西乡街道固戌社区南昌路33号101,电话：0755-82591588,
深圳润泽堂药业上星分店,地址：广东省深圳市宝安区沙井街道上星油厂路98号商铺,电话：0755-85264903,
深圳润泽堂药业公园分店,地址：广东省深圳市宝安区新安街道办事处公园路西侧滨城新村一栋A112,电话：0755-27968994,
深圳润泽堂药业官田分店,地址：广东省深圳市宝安区石岩街道官田社区官田居民小组,电话：0755-27602168,
深圳润泽堂药业新门楼分店,地址：广东省东莞市东坑镇新门楼永生街39号首层铺位,电话：0769-33356717,
深圳润泽堂药业梧桐分店,地址：广东省深圳市罗湖区梧桐山赤水洞村62号,电话：0755-25664939,
深圳润泽堂药业明山分店,地址：广东省深圳市光明新区公明办事处马山头社区马山头路30号102,电话：0755-27110058,
深圳润泽堂药业南龙分店,地址：广东省深圳市龙岗区南湾街道南龙社区南岭花园综合市场旁边102,电话：无,
深圳润泽堂药业石头岭分店,地址：广东省深圳市凤岗镇五联村石头岭工业区1号商铺,电话：0769-82074075,
深圳润泽堂药业明楼分店,地址：广东省深圳市光明新区公明办事处楼村社区新村7巷1号101,电话：0755-27115920,
深圳润泽堂药业梨园分店,地址：广东省深圳市龙岗区龙岗街道龙岗社区后尾街68号1楼101,电话：无,
深圳润泽堂药业兴围分店,地址：广东省深圳市宝安区福永镇兴围村兴业一楼15号,电话：0755-27458728,
深圳润泽堂药业新围街分店,地址：广东省深圳市凤岗镇天堂围村新围街31号,电话：无,
